MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.8333,48,5.234200743,1.096654275,891,3.312267658,37.76,-122.5,2.963
7.001,26,7.885245902,1.004098361,775,3.176229508,34.2,-118.87,2.868
1.1563,38,4.843902439,1.2,760,3.707317073,32.71,-117.13,0.827
6.0961,16,6.967213115,1.026639344,1575,3.227459016,33.69,-117.78,2.955
4.8646,29,5.150485437,0.980582524,759,3.684466019,32.58,-117.1,1.368
2.8348,8,3.781337047,1.044568245,2580,3.593314763,36.91,-121.77,1.62
1.625,4,3,0.5,8,1.333333333,35.22,-117.76,2.75
4.1518,43,6.105263158,1.081339713,545,2.607655502,34.16,-118.16,2.307
3.125,9,5.554092192,1.095954845,3489,3.282220132,34.54,-117.32,0.928
2.29,23,5.683381089,1.097421203,1518,2.1747851,34.04,-117.05,1.118
2.7045,36,4.949367089,0.936708861,171,2.164556962,38.01,-121.32,1.028
12.8665,37,7.457564576,1.012915129,1318,2.431734317,34.07,-118.48,5.00001
5.4225,17,5.401215805,0.996960486,1235,3.753799392,37.39,-121.86,2.581
5.01,19,6.136792453,1.035377358,1156,2.726415094,33.69,-117.93,2.638
4.3269,40,5.534090909,1.083333333,1322,5.007575758,33.8,-117.85,1.941
3.5333,36,5.185483871,0.975806452,788,3.177419355,34.21,-118.56,1.968
3.5833,45,4.408333333,0.933333333,448,3.733333333,33.93,-118.28,0.906
3.4955,15,3.709447415,0.946524064,1617,2.882352941,33.77,-117.99,1.609
6.8634,24,7.183884298,0.954545455,1593,3.291322314,33.72,-117.82,2.765
2.9044,52,4.404282116,1.047858942,1493,1.880352645,37.86,-122.26,2.574
3.2125,46,5.008746356,1.002915452,756,2.204081633,34.17,-118.34,2.47
4.7946,18,7.049056604,1.188679245,747,2.818867925,34.69,-120.37,2.906
2.1908,32,5.811594203,1.057971014,868,3.144927536,36.57,-119.67,1.1
5.2384,35,5.543269231,0.923076923,884,4.25,33.81,-117.96,1.774
2.8835,17,4.447674419,1.174418605,883,2.566860465,33.81,-118,1.965
2.5625,18,3.473529412,1.038235294,781,2.297058824,33.81,-117.91,1.531
4.2841,30,5.903394256,1.156657963,929,2.425587467,37.68,-122.15,2.134
4.0985,32,5.744394619,1.100896861,1222,2.739910314,33.94,-117.98,2.262
1.3333,30,8.571428571,2.158730159,122,1.936507937,34.22,-115.52,0.425
4.0806,19,5.942307692,1.061538462,1621,3.117307692,32.9,-116.9,1.892
2.5224,39,4.110970996,1.035308953,3130,3.94703657,36.67,-121.61,1.192
4.0536,13,5.54601227,1.030674847,2022,3.101226994,38.34,-121.98,1.348
3.3261,16,4.699687174,1.093847758,2261,2.357664234,35.36,-119.05,1.184
7.3339,17,7.275092937,0.970260223,863,3.208178439,37.27,-121.85,2.942
2.2596,40,3.634660422,0.981264637,1919,4.494145199,34.01,-118.16,1.375
5.3177,40,7.075949367,1.047468354,767,2.42721519,32.69,-117.17,5.00001
7.9184,19,5.970890411,1.174657534,2782,4.76369863,34.05,-118.74,5.00001
3.7813,41,6.003787879,1.178030303,1091,2.066287879,37.9,-122.54,3.892
5.8186,52,4.796839729,0.972911964,1014,2.288939052,37.31,-121.9,2.811
5.3279,23,5.731092437,0.953781513,638,2.680672269,34.42,-119.73,4.139
1.7262,18,5.712598425,1.094488189,695,2.736220472,40.58,-123.18,0.737
2.8182,12,5.404761905,1.062770563,1153,2.495670996,40.92,-124.09,1.269
0.8024,48,5.136645963,1.229813665,396,2.459627329,39.51,-121.55,0.583
4.0221,16,5.594795539,1.078066914,1649,3.065055762,33.61,-117.69,2.362
9.7646,23,4.975609756,0.975609756,117,2.853658537,34.08,-118.69,5.00001
3.5673,47,5.543766578,1.026525199,1053,2.793103448,38.23,-122.7,3.103
1.6675,6,5.511508951,1.391304348,1039,2.657289003,34.05,-117.3,0.958
6.7449,44,7.69047619,1.115646259,763,2.595238095,34.45,-119.73,4.156
1.3177,30,4.268135904,1.149678604,2524,2.317722681,38.58,-121.54,0.743
0.9274,38,4.342857143,0.857142857,65,1.857142857,38.53,-121.4,0.675
3.8935,27,4.840611354,1.135371179,806,1.759825328,33.98,-118.46,5.00001
2.3523,28,5.206896552,1,535,2.306034483,37.77,-120.86,0.947
2.6923,14,5.180628272,1.130890052,1756,4.596858639,37.38,-120.71,0.714
3.2202,24,4.4,1.07751938,2151,3.334883721,34.11,-117.92,1.262
2.2961,35,4.119705341,1.090239411,1794,3.303867403,34.04,-118.38,2.077
4.9432,10,6.898734177,1.037974684,470,2.974683544,36.35,-119.67,1.188
3.8088,34,5.630573248,0.964968153,888,2.828025478,36.8,-119.7,0.877
3.5655,38,5.153846154,0.969899666,861,2.879598662,34.08,-117.41,0.956
6.1419,26,7.032075472,1.079245283,1724,3.252830189,34.23,-118.61,3.273
3.5625,27,4.055137845,1.042606516,2230,2.794486216,37.36,-121.95,2.086
3.7125,26,4.915254237,1.130508475,1090,1.847457627,34.15,-118.43,4.474
1.7375,35,4.271966527,1.171548117,1258,5.263598326,35.36,-119,0.486
3.0352,41,5.400900901,1.009009009,1143,2.574324324,37.97,-121.26,0.698
1.4722,27,3.983146067,1.176029963,1970,3.689138577,34.06,-117.71,0.913
1.6452,32,4.324705882,1.037647059,1628,3.830588235,36.06,-119.14,0.415
5.9214,35,5.463157895,1.1,598,3.147368421,34.04,-118.12,2.549
0.8804,36,2.713235294,1.080882353,145,1.066176471,34.06,-118.31,4.5
7.5822,14,7.546419098,1.114058355,1172,3.108753316,34.04,-117.15,2.831
2.793,17,5.539449541,1.060550459,1538,2.822018349,40.42,-122.32,0.765
4.515,15,6.379061372,1.06377858,2335,2.809867629,38.92,-121.07,1.64
3.7574,33,6.135678392,1.185929648,488,2.452261307,38.9,-122.16,0.927
1.8315,28,4.510204082,1.079081633,1066,2.719387755,37.67,-120.99,0.905
4.25,44,3.800492611,1.140394089,652,1.60591133,33.76,-118.13,4.393
3.0221,28,4.594301221,1.105834464,2240,3.039348711,34.2,-118.43,2.901
3.3889,15,6.094936709,1.142405063,917,2.901898734,35.12,-118.01,0.685
4.0985,45,5.737179487,1.012820513,1035,3.317307692,34.19,-118.17,1.731
2.0769,17,3.941666667,1.211111111,1300,3.611111111,33.78,-118.18,1
3.6442,17,4.584586466,1.041353383,1161,2.182330827,33.8,-118.07,1.931
4,26,4.587234043,1.082978723,1142,2.429787234,34.19,-118.5,2.247
4.4609,16,6.260736196,1.021472393,1912,2.932515337,38.71,-121.27,1.429
3.9333,37,4.35755814,0.837209302,1237,3.595930233,33.91,-118.17,1.623
1.6552,32,4.865853659,1.275609756,1069,2.607317073,33.24,-115.51,0.433
3.4032,37,4.172839506,1.055555556,691,2.132716049,37.68,-122.1,1.969
5.2536,13,6.350649351,0.956709957,688,2.978354978,38.97,-121.09,1.919
3.631,5,4.580882353,1.073529412,396,2.911764706,33.68,-117.8,2.25
5.5551,9,6.709507042,1.065140845,1518,2.672535211,35.55,-117.68,1.425
2.6979,19,4.901015228,1.291878173,855,2.170050761,33.18,-117.37,2.667
3.7366,20,5.321944809,0.978975033,2870,3.771353482,32.71,-117.02,1.218
2.5564,6,3.650756694,1.15250291,1894,2.204889406,33.83,-117.92,1.713
3.2857,21,3.945827233,1.035139092,1888,2.764275256,33.79,-117.99,2.133
3.2594,36,4.059585492,0.937823834,1054,2.730569948,33.88,-118.35,2.339
3.0214,19,4.113662457,1.045924225,2300,2.640642939,33.89,-117.88,2.184
1.6993,28,4.721153846,1.067307692,1196,3.833333333,34.15,-117.33,0.678
7.9283,13,7.703016241,0.988399072,1432,3.3225058,33.59,-117.69,3.481
3.1062,29,4.618320611,1.072519084,863,3.29389313,36.92,-121.74,1.56
10.0549,44,7.083665339,1,641,2.553784861,34.15,-118.44,5.00001
2.3682,24,4.61752988,1.103585657,2541,3.374501992,34.09,-117.44,0.974
6.6916,2,9.769983687,1.44045677,1787,2.915171289,34.38,-118.61,3.295
3.6687,48,5.842857143,1.228571429,148,2.114285714,37.74,-122.41,3.35
3.4821,16,5.008988764,1.029213483,1199,2.694382022,37.75,-121.44,1.706
2.3929,46,4.454081633,1.140306122,1296,3.306122449,34.01,-118.14,1.568
1.3278,32,4.408510638,1.057446809,2002,4.259574468,36.76,-119.75,0.445
6.4328,24,6.333333333,0.968503937,1237,3.24671916,37.23,-121.81,2.572
3.25,20,4.720930233,1.11627907,494,2.872093023,33.83,-117.94,3.5
3.6823,30,4.3,0.990625,629,1.965625,34.14,-118.36,2.952
1.1108,41,4.473611111,1.184722222,1959,2.720833333,37.82,-122.27,0.975
4.6806,36,6.716012085,1.090634441,942,2.84592145,34.03,-117.19,1.524
2.8106,26,4.110671937,1.106719368,2096,4.14229249,33.82,-118.3,1.844
4.2292,36,5.766784452,1.042402827,797,2.816254417,33.95,-118.02,1.795
2.2604,43,3.671480144,1.184115523,836,3.018050542,37.77,-122.21,1
7.0546,16,7.425925926,0.985185185,827,3.062962963,32.91,-117.09,2.822
4.9205,35,5.152,0.96,758,3.032,33.93,-118,1.739
3,46,4.687096774,0.987096774,817,2.635483871,37.72,-122.47,2.467
1.432,44,4.049155146,1.113671275,2182,3.351766513,34,-118.28,1.24
5.1491,33,6.228843862,0.992848629,2221,2.647199046,32.81,-117.19,2.07
1.7344,35,4.449152542,1.06779661,918,3.889830508,33.93,-118.35,1.469
4.0167,35,4.966367713,1.029147982,1594,3.573991031,34.21,-118.41,1.932
6.917,38,6.890710383,0.967213115,472,2.579234973,37.87,-122.17,4.38
3.4125,46,3.587121212,0.973484848,1120,4.242424242,36.92,-121.76,1.607
5.5981,10,5.744525547,1.010427529,3002,3.130344108,34.45,-118.53,2.201
2.3444,30,3.183486239,1.051376147,2237,4.104587156,33.98,-118.18,1.561
4.6635,35,5.193333333,0.953333333,371,2.473333333,34.25,-118.27,2.301
3.0089,36,7.873015873,1.777777778,334,2.650793651,33.09,-116.58,1.344
7.3669,16,11.29310345,2.727969349,873,1.672413793,32.68,-117.17,1.875
2.1202,52,4.052805281,0.9669967,648,2.138613861,37.85,-122.27,1.555
7.8864,52,6.690972222,0.96875,705,2.447916667,37.9,-122.26,3.573
6.9113,17,7.484536082,0.969072165,630,3.24742268,33.9,-117.86,2.852
8.2335,37,5.098468271,0.949671772,846,1.851203501,34.11,-118.33,4.302
6.1498,26,6.276243094,0.998158379,1664,3.064456722,34.09,-117.86,2.391
5.2998,30,6.646182495,1.026070764,1540,2.867783985,33.74,-117.8,2.472
4.5272,18,6.194323144,1.139737991,1454,3.174672489,36.81,-121.69,2.21
3.7344,46,4.817767654,1.054669704,1133,2.580865604,34.19,-118.33,2.22
2.625,16,8.333333333,1.666666667,20,3.333333333,37.9,-121.24,1.375
7.2013,12,7.355691057,1.089430894,1506,3.06097561,33.5,-117.63,3.536
2.4519,25,4.430147059,0.955882353,608,2.235294118,37.95,-122.02,2.083
3.1071,40,3.951923077,1.132211538,780,1.875,33.71,-118.29,4.643
3.901,37,5.154213037,1.109697933,1080,1.717011129,33.76,-118.14,4.325
4.9286,43,5.980487805,1.190243902,491,2.395121951,38.1,-122.49,3.07
1.9805,49,3.888675624,1.051823417,963,1.848368522,37.87,-122.28,1.737
3.3906,20,4.504118616,1.084019769,1562,2.573311367,34.15,-118.24,2.841
5.2497,32,6.629268293,1.090243902,1156,2.819512195,37.7,-122.08,2.593
7.2519,33,7.526515152,1.037878788,1398,2.647727273,33.96,-117.37,2.166
3.5486,20,5.655384615,1.661538462,615,1.892307692,32.8,-117.28,1.938
2.4322,12,5.105125977,1.061685491,2992,2.599478714,33.96,-116.97,1.121
3.5385,36,3.675,0.8375,266,3.325,34.12,-117.93,1.344
3.5313,16,5.384615385,1.064903846,1104,2.653846154,33.03,-117.27,1.487
2.5913,42,3.549371634,1.023339318,2406,4.31956912,33.96,-118.23,1.516
6.4956,33,6.297587131,1.091152815,954,2.557640751,33.81,-118.38,4.836
3.4583,31,4.467455621,1.059171598,1617,3.189349112,33.84,-117.96,1.863
4.1812,52,5.701388889,0.996527778,692,2.402777778,33.73,-118.31,3.215
12.4429,30,8.267326733,1.084158416,606,3,32.86,-117.25,5.00001
2.6987,25,5.349295775,1.005633803,891,2.509859155,40.58,-124.14,0.925
3.8,36,4.601466993,1.107579462,1005,2.457212714,34.26,-118.31,2.171
7.0544,25,6.801089918,0.95640327,1034,2.817438692,37.41,-121.81,3.207
5.8305,24,6.181146026,0.981515712,1768,3.268022181,37.25,-121.82,2.456
5.5036,16,6.548117155,1.075313808,893,3.736401674,32.92,-117.13,1.923
3.6953,34,4.891203704,1.0625,859,1.988425926,34.05,-118.4,5.00001
3.2011,48,4.941463415,0.946341463,464,2.263414634,37.78,-122.45,4.283
2.3804,37,6.238970588,1.227941176,740,2.720588235,34.64,-120.46,1.48
6.5147,47,5.838235294,0.926470588,819,2.408823529,34.04,-118.52,5.00001
7.8496,39,6.528888889,1.004444444,553,2.457777778,33.63,-117.92,4.908
6.1731,26,8.146496815,1.038216561,412,2.624203822,34.12,-117.73,2.938
6.5138,16,8.127098321,1.021582734,5669,3.398681055,34.15,-117.62,3.115
2,52,5.506410256,1.134615385,1026,3.288461538,34,-118.3,1.28
3.3011,52,4.616702355,1.004282655,1070,2.291220557,38.23,-122.64,2.523
2.79,41,4.067484663,1.051124744,1015,2.075664622,32.75,-117.24,2.26
9.1974,23,8.075949367,0.965189873,916,2.898734177,37.21,-121.86,5.00001
6.3712,9,6.762043796,1.108029197,1724,2.516788321,33.02,-117.26,3.698
6.0791,23,6.119909502,1.015837104,1180,2.669683258,37.25,-121.89,3.165
3.3389,33,4.739361702,1.04787234,1517,4.034574468,34.03,-117.95,1.579
3.5208,21,5.021126761,1,476,3.352112676,33.92,-117.46,1.211
4.0114,5,6.053072626,1.072625698,1174,3.279329609,34.1,-117.19,0.977
2.6458,23,4.382352941,0.941176471,101,2.970588235,32.83,-116.97,1.125
2.7266,37,4.198938992,1.039787798,1776,4.710875332,34.03,-118.2,1.408
2.0258,20,4.599231754,1.111395647,1865,2.387964149,40.56,-122.36,0.648
3.2371,33,4.289699571,1.008583691,2170,4.656652361,33.92,-118.05,1.547
4.233,35,6.125,1.055555556,756,3.5,34.2,-118.58,2.213
2.2875,37,5.257142857,1.057142857,339,2.421428571,38.07,-120.54,0.799
4.0196,17,6.139767055,1.044925125,1888,3.141430948,36.83,-119.76,0.842
2.5787,35,4.146622735,1.090609555,1883,3.10214168,34.08,-118.13,2.23
10.9201,22,8.604754829,1.049034175,2059,3.059435364,34.15,-118.57,5.00001
1.6036,39,3.251082251,0.896103896,1010,4.372294372,34.01,-118.29,1.375
4.375,27,5.142857143,0.995839112,1921,2.664355062,33.93,-117.99,2.104
4.3429,9,6.178284182,1.069705094,2582,3.461126005,33.26,-117.26,1.739
4.6324,16,5.685410334,1.060790274,1938,2.945288754,38.32,-122.69,1.836
4.0727,18,3.957845433,1.079625293,2276,2.665105386,33.9,-118.36,2.14
3.2188,39,2.043478261,0.695652174,51,2.217391304,33.99,-118.21,1.125
5.5931,23,5.876325088,1.067137809,1242,4.38869258,34.28,-118.46,2.176
2.1667,38,5.237735849,1.041509434,871,3.286792453,37.73,-122.38,1.938
2.6842,28,4.212560386,1.014492754,2218,3.571658615,34.07,-118.18,1.56
3.5893,48,5.625954198,1.267175573,462,3.526717557,34.13,-118.23,2.125
6.827,36,7.021428571,1.035714286,1897,2.71,34.2,-118.11,3.594
2.75,52,3.485,0.9875,1700,4.25,37.8,-122.41,1.688
6.6632,29,6.372159091,1.025568182,1051,2.985795455,33.86,-118.31,3.252
4.739,26,6.464,1.034666667,974,2.597333333,32.81,-117.17,1.841
2.6607,25,5.584070796,1.296460177,534,2.362831858,38.93,-119.98,0.904
3.2303,23,5.739478958,1.01002004,1298,2.601202405,38.13,-121.3,1.318
4.375,36,4.803418803,0.927350427,707,3.021367521,33.93,-118.1,1.745
3.8864,42,6.226480836,1.031358885,921,3.209059233,37.61,-121.09,1.714
1.9,16,4.975133215,1.090586146,1695,3.010657194,40.56,-122.35,0.816
1.721,42,2.708256881,1.119266055,1605,2.944954128,34.05,-118.3,2.143
4.9528,13,7.521031208,1.162822252,2074,2.814111262,32.76,-116.95,2.662
4.131,24,5.397163121,1.067375887,2541,4.505319149,33.88,-117.51,1.238
3.6707,23,5.441176471,1.07254902,1226,2.403921569,33.83,-117.83,2.314
4.7463,6,6.094936709,0.958860759,965,3.053797468,36.75,-119.69,0.931
2.2614,50,5.378698225,1.106508876,737,2.180473373,36.78,-119.8,0.73
3.1406,41,5.691780822,1.020547945,443,3.034246575,36.37,-119.78,1
5.2145,28,6.807407407,1.011111111,899,3.32962963,37.96,-121.96,2.292
3.8173,31,4.896193772,1.173010381,874,3.024221453,33.91,-118.31,1.779
3.0909,34,5.572944297,1.129973475,1150,3.050397878,34.01,-117.43,0.983
2.6611,11,5.441441441,1.118243243,2190,2.466216216,36.75,-119.72,0.747
4.6863,4,5.204113924,1.151898734,1345,2.128164557,33.56,-117.67,1.844
3.3958,38,5.266447368,1.157894737,711,2.338815789,33.79,-118.31,2.5
2.1406,16,4.958333333,1.014880952,479,1.425595238,33.69,-117.77,0.55
2.125,16,5.046153846,1.013461538,1077,2.071153846,36.28,-119.33,1.042
3.6417,28,4.639431616,1.069271758,1682,2.987566607,33.88,-117.87,2.043
3.6466,21,5.769230769,1.026223776,1896,3.314685315,34.09,-117.41,1.306
2.1029,46,3.73255814,1.174418605,401,4.662790698,34.06,-118.2,1.094
0.813,12,4.781094527,1.701492537,315,1.567164179,33.12,-117.1,2.75
1.5615,38,4.282918149,1.120996441,1774,3.15658363,33.94,-118.29,1.086
4.675,34,5.348659004,0.938697318,661,2.53256705,33.88,-117.9,2.154
2.6012,21,6.039855072,1.097826087,861,3.119565217,36.98,-120.21,0.922
3.6429,26,5.836111111,1.083333333,2171,6.030555556,38.57,-122.44,1.597
7.3195,37,7.506769826,1.083172147,1315,2.543520309,37.89,-122.2,3.675
3.4839,45,5.461152882,1.005012531,1159,2.904761905,37.68,-122.12,1.806
4.9676,34,5.430992736,1.075060533,973,2.355932203,34.02,-118.42,4.141
5.0877,17,6.918699187,0.959349593,370,3.008130081,38.33,-122.32,2.093
2.1458,22,3.07826087,1.052173913,530,4.608695652,36.72,-119.78,0.344
3.1607,20,5.223168654,1.127768313,2595,2.210391823,38.51,-121.53,1.789
2.5875,22,4.762295082,0.905737705,995,4.077868852,34.11,-117.23,0.813
2.3347,36,4.476099426,0.994263862,2138,4.087954111,34.05,-117.66,1.04
1.9657,13,4.187035069,1.058448459,4749,2.523379384,38.48,-121.42,1.16
6.2661,4,6.29015544,1.038860104,959,2.484455959,33.51,-117.68,2.685
5.2121,32,4.294964029,1.06294964,1009,1.814748201,33.98,-118.46,4.667
7.0242,18,6.935727788,0.964083176,3419,3.231568998,34.18,-118.97,2.931
4.3194,43,6.200716846,1.168458781,629,2.254480287,37.91,-122.69,2.387
4.6976,36,5.362612613,0.943693694,1669,3.759009009,33.92,-118.09,1.711
3.175,18,5.627296588,1.102362205,985,2.585301837,38.4,-120.66,1.185
15.0001,35,8.586206897,1.068965517,268,9.24137931,34.13,-118.04,5.00001
1.4726,37,5.505263158,1.252631579,374,3.936842105,35,-120.58,1.063
3.5078,24,3.596059113,0.965517241,335,1.650246305,32.81,-117.22,3.625
1.9929,30,2.682722513,1.004188482,3909,4.093193717,33.98,-118.23,1.506
4.8929,36,5,1.079051383,1052,4.158102767,33.97,-118.07,1.562
2.2262,52,4.553797468,1.028481013,738,2.335443038,38.43,-122.71,1.299
3.2239,52,3.996007984,1.037924152,939,1.874251497,37.77,-122.44,4.889
4.5724,6,11.86548913,2.173913043,2006,2.725543478,34.83,-119.15,1.684
2.3944,48,3.72909699,0.991638796,2419,4.045150502,34.02,-118.2,1.307
3.155,25,5.411589896,1.078751857,1729,2.569093611,35.11,-120.59,2.054
4.125,52,5.792857143,1.080952381,1070,2.547619048,37.77,-122.5,3.595
2.5012,42,4.183729433,1.047531993,2749,2.512797075,33.8,-118.2,1.975
11.6017,18,8.335051546,1.082474227,533,2.74742268,37.84,-122.19,3.926
2.5903,28,3.464396285,1.034055728,739,2.287925697,34.15,-118.13,1.25
3.7188,34,5.285302594,1.086455331,1450,4.178674352,37.36,-121.82,1.615
3.9375,35,5.465240642,0.978609626,628,3.35828877,34.06,-117.93,1.875
1.8299,9,3.730474732,1.102603369,1780,2.725880551,32.72,-117.13,1.375
2.2813,36,3.55625,0.925,1484,4.6375,34.02,-118.18,1.507
3.5871,30,4.098540146,1.00729927,1032,1.883211679,33.83,-118.19,3.471
5.0862,37,5.281081081,0.994594595,967,2.613513514,34.23,-118.25,2.613
5.532,47,6.345454545,0.981818182,753,2.738181818,34.16,-118.01,3.185
4.7404,31,4.956692913,1.068897638,1107,2.179133858,33.88,-118.36,2.958
3.5833,52,5.15819209,1.071563089,1312,2.470809793,37.77,-122.5,3.229
4.5484,29,5.16,1.087692308,1752,2.695384615,34.23,-118.48,2.399
4.3214,18,5.645645646,1.261261261,681,2.045045045,34.15,-118.42,3.723
3.7083,43,5.166666667,0.985507246,871,3.155797101,33.83,-118.22,1.752
4.2042,52,3.878313253,1.16746988,1152,1.387951807,37.79,-122.43,5.00001
2.8085,16,5.648760331,1.035123967,1413,2.919421488,40.46,-122.45,1.057
2.6742,27,3.875152999,1.06119951,1332,1.630354957,32.75,-117.15,1.714
5.6605,17,6.06405694,0.93594306,781,2.779359431,33.16,-117.31,2.244
3.5221,52,4.834008097,1.026315789,1078,2.182186235,37.78,-122.47,4.433
3.0486,34,5.443627451,1.068627451,1131,2.772058824,35.34,-119.03,0.685
4.7986,52,6.503816794,1.057251908,746,2.847328244,34.19,-118.3,3.261
2.2019,15,10.81321839,2.252873563,717,2.060344828,39.72,-120.66,1.305
5.3077,18,6.065767285,1.119730185,1321,2.227655987,37.29,-121.91,3.514
4.6923,37,5.271493213,0.950226244,627,2.837104072,33.95,-118.01,1.81
6.7821,16,7.516372796,1.022670025,1317,3.317380353,37.95,-121.98,2.659
1.2188,40,3.882911392,1.044303797,1199,3.794303797,32.7,-117.14,0.925
2.0968,23,2.853881279,1.080669711,2555,3.888888889,34.19,-118.39,1.625
4.0536,34,5.45526839,1.07554672,1333,2.650099404,33.96,-118.14,2.772
6,36,6.196581197,1.004273504,568,2.427350427,37.92,-122.29,3.114
1.1944,44,5.046511628,1.279069767,274,3.186046512,35.38,-119.01,0.575
3.0212,31,3.984126984,0.999066293,3176,2.965452848,34.03,-118.13,2.082
2.3566,22,5.496632997,1.107744108,1647,2.772727273,39.53,-122.2,0.71
5.0605,32,5.735238095,1.007619048,1287,2.451428571,34.18,-118.55,3.11
3.4896,9,5.962059621,1.143631436,938,2.54200542,38.68,-121.2,1.438
2.0675,25,3.146799117,1.068432671,3744,4.132450331,33.79,-118.2,1.167
3.4875,31,5.199186992,0.989837398,1938,3.93902439,32.69,-117.08,1.17
5.7837,49,6.137037037,0.985185185,613,2.27037037,37.59,-122.38,3.781
3.0347,17,4.505809979,1.042378674,4459,3.04784689,34.23,-118.59,2.545
1.7763,52,3.052631579,1.157894737,249,4.368421053,34.06,-118.25,3.125
5.156,23,6.197718631,0.961977186,704,2.676806084,35.27,-120.63,2.513
2.978,41,4.017475728,1.097087379,1859,1.804854369,34.11,-118.27,3.068
3.1719,43,5.363764045,0.994382022,1505,2.113764045,33.95,-118.32,1.835
5.9073,35,5.837340877,0.974540311,1596,2.257425743,37.89,-122.53,4.004
3.558,42,4.804347826,1.010869565,1155,3.138586957,33.9,-118.08,1.611
6.8753,26,6.987288136,0.974576271,1241,2.629237288,37.36,-122.04,4.03
3.2411,35,5.908163265,0.969387755,826,2.80952381,32.82,-116.94,1.592
1.6652,34,3.875524476,1.121678322,2782,3.890909091,33.97,-118.28,0.99
2.3864,42,5.139534884,1.143410853,918,3.558139535,33.96,-118.25,0.988
4.0469,45,4.125,0.95,282,3.525,37.75,-122.18,0.807
2.8646,20,4.126719768,1.154236061,3809,2.758146271,34.19,-118.48,2.211
2.1549,22,5.022458629,1.089834515,2405,2.842789598,33.81,-117.26,1.465
1.6548,35,4.879417879,1.093555094,1676,3.484407484,36.75,-119.76,0.494
3.1579,22,3.67318612,1.076971609,3335,2.104100946,34,-118.44,2.431
2.7083,18,4.99,1.0125,1270,3.175,33.74,-116.95,0.912
3.9265,18,4.319944598,1.112188366,1395,1.932132964,38,-122.55,3.011
1.975,52,2.8,0.7,193,4.825,36.73,-119.79,0.475
1.5625,36,5.203208556,1.171122995,613,3.278074866,35.34,-119.01,0.467
2.0303,40,4.925087108,1.141114983,2037,3.548780488,37.94,-121.29,0.638
2.4922,31,5.011811024,1.031496063,686,2.700787402,33.93,-117.43,1.094
1.875,38,4.65625,0.95,721,4.50625,33.91,-118.24,1.029
2.0474,37,4.957446809,1.053191489,1505,3.20212766,39.36,-121.7,0.56
6.7058,44,6.335429769,0.991614256,1235,2.589098532,37.47,-122.27,4.959
3.7813,36,4.903508772,0.960526316,625,2.74122807,37.69,-122.16,1.922
7.5674,14,6.47761194,1.105970149,1505,2.246268657,33.61,-117.85,5.00001
3.0469,32,5.5625,1,1038,3.816176471,36.56,-119.73,0.827
5.5959,30,5.782396088,1.019559902,1053,2.574572127,34.41,-119.74,3.462
2.625,43,4.087557604,1.00921659,965,4.447004608,34.02,-118.18,1.339
4.7283,30,7.295264624,1.030640669,940,2.618384401,38.63,-121.36,1.645
3.4485,38,5.076502732,0.907103825,686,3.74863388,33.88,-118.21,1.194
3.2,20,4.408119658,1.05982906,1573,3.361111111,34.07,-117.97,1.571
3.9464,9,4.675257732,1.067010309,619,3.190721649,34.14,-117.96,1.796
4.023,35,5.217798595,1.084309133,1558,3.648711944,33.91,-118.07,1.577
5.038,13,5.958762887,0.907216495,1084,2.793814433,34.87,-120.44,1.94
4.9167,34,5.963675214,1.057692308,1276,2.726495726,37.55,-122.01,2.563
4.8092,23,5.645061728,1.067901235,1277,3.941358025,37.32,-121.8,2.174
7.7382,38,5.482293423,1.10623946,1251,2.109612142,34.07,-118.43,5.00001
1.2132,23,8.714285714,2.461538462,338,1.857142857,33.35,-115.73,0.3
3.154,23,5.923312883,1.07208589,2082,3.193251534,34.03,-117.08,1.157
3.1897,36,4.380753138,0.949790795,975,4.079497908,33.9,-118.05,1.55
7.5975,16,7.116147309,1.008498584,795,2.252124646,33,-117.24,3.691
7.7364,24,6.576271186,0.946327684,969,2.737288136,37.52,-122.31,4.358
1.9336,38,4.246013667,1.173120729,1768,4.027334852,34.05,-118.31,1.906
3.9333,26,4.668478261,1.046195652,1022,2.777173913,33.83,-118,1.961
2.4464,33,3.52,0.906666667,964,3.213333333,34.06,-117.78,1.287
3.0375,21,4.972270364,1.032928943,1471,2.549393414,32.82,-117.17,1.976
6.3267,36,5.246628131,1.053949904,1090,2.100192678,33.96,-118.45,5.00001
3.7869,17,5.815927874,1.052592036,3153,2.368895567,38.66,-121.28,2.161
1.2625,40,4.612440191,1.100478469,742,3.550239234,37.95,-121.32,0.43
2.935,52,4.474820144,1.127098321,1211,2.904076739,34.09,-118.25,1.894
4.1827,30,4.694797688,1.071676301,1487,1.719075145,34.03,-118.49,4.351
6.0531,34,7.081967213,0.97704918,852,2.793442623,33.84,-117.93,2.871
2.8654,52,5.342465753,1.203957382,1703,2.592085236,37.78,-122.44,2.8
2.6442,31,4.391812865,1.073099415,1514,4.426900585,33.21,-117.38,1.033
3.3542,38,3.788461538,1.076923077,1155,5.552884615,33.94,-118.22,1.538
1.8167,35,3.917241379,1.034482759,622,4.289655172,37.62,-121.01,0.795
4.2614,36,5.506203474,1.007444169,1219,3.024813896,33.87,-118.33,2.671
5.8382,30,7.425714286,1.045714286,922,2.634285714,37.72,-122.1,3.302
